"sample_id","created","pathogens","type","animal","anamnese","farm_id","country"
"5535","2021-12-03 13:21:15","{""Pasteurella multocida"": 3, ""Bovine orthopneumovirus"": 1, ""Mycoplasmopsis bovirhinis"": 1, ""Mesomycoplasma dispar"": 3, ""Influenza D virus"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","5532","BE"
"5536","2021-12-03 13:21:15","{""Pasteurella"": 1, ""Bovine orthopneumovirus"": 1, ""Mycoplasmopsis bovirhinis"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","5532","BE"
"5537","2021-12-03 13:21:15","{""Mycoplasmopsis bovirhinis"": 1, ""Mesomycoplasma dispar"": 3}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","5532","BE"
"5912","2021-12-22 13:21:49","{""Mesomycoplasma dispar"": 3}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","5911","BE"
"5913","2021-12-22 13:21:49","{""Mesomycoplasma dispar"": 3}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","5911","BE"
"5914","2021-12-22 13:21:49","{""Mesomycoplasma dispar"": 5}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","5911","BE"
"5915","2021-12-22 13:21:49","{""Mesomycoplasma dispar"": 5}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","5911","BE"
"5953","2022-01-04 09:32:01","{""Pseudomonas"": 1, ""Corynebacterium"": 1, ""Mannheimia"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""dyspnea""]}}","5952","BE"
"6127","2022-01-12 14:21:50","{""Pasteurella"": 1, ""Ureaplasma"": 1, ""Mesomycoplasma dispar"": 5, ""Bovine rhinitis B virus"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","6126","BE"
"6139","2022-01-14 12:04:04","{""Pseudomonas"": 3, ""Aeromonas"": 5, ""Mycoplasmopsis arginini"": 3, ""Influenza D virus"": 5}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever"", ""depression"", ""decreasedAppetite"", ""lessMilk""], ""respirationClinicalSigns"": [""nasalDischarge"", ""coughing"", ""dyspnea""]}}","6138","BE"
"6162","2022-01-14 15:10:21","{""Bovine adenovirus 3"": 1, ""Bovine coronavirus"": 1, ""Bovine respirovirus 3"": 1, ""Mycoplasmopsis bovis"": 5, ""bovine rhinitis B virus 2"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""increasedMortality""], ""respirationClinicalSigns"": [""coughing"", ""nasalDischarge""]}}","6161","BE"
"6188","2022-01-20 13:23:38","{""Bovine coronavirus"": 1, ""Mesomycoplasma dispar"": 5}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6187","BE"
"6191","2022-01-20 13:28:02","{""Bovine coronavirus"": 5, ""Mesomycoplasma dispar"": 3}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6190","BE"
"6192","2022-01-20 13:28:02","{""Bovine coronavirus"": 5, ""Mesomycoplasma dispar"": 3}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6190","BE"
"6193","2022-01-20 13:28:02","{""Bovine coronavirus"": 5, ""Mesomycoplasma dispar"": 3}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6190","BE"
"6194","2022-01-20 13:28:02","{""Mesomycoplasma dispar"": 3}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6190","BE"
"6195","2022-01-20 13:28:02","{""Bovine coronavirus"": 1, ""Mesomycoplasma dispar"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6190","BE"
"6221","2022-01-21 15:18:48","{""Bovine coronavirus"": 1, ""Bovine orthopneumovirus"": 1, ""Mycoplasmopsis bovis"": 3, ""Mesomycoplasma dispar"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""nasalDischarge"", ""coughing""]}}","6220","BE"
"6235","2022-01-24 10:04:24","{""Bovine coronavirus"": 1, ""Mesomycoplasma dispar"": 1}","noseSwab","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6234","BE"
"6380","2022-01-26 15:24:22","{""Mycoplasma"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6379","BE"
"6381","2022-01-26 15:24:22","{""Mycoplasma"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6379","BE"
"6382","2022-01-26 15:24:22","{""Serratia"": 1, ""Brachybacterium"": 1, ""Mesomycoplasma dispar"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6379","BE"
"6383","2022-01-26 15:24:22","{""Mesomycoplasma dispar"": 3, ""Histophilus"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6379","BE"
"6384","2022-01-26 15:24:22","{""Mesomycoplasma dispar"": 3}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6379","BE"
"6426","2022-01-28 16:07:10","{""Treponema"": 1, ""Fibrobacter"": 5, ""Prevotella"": 5, ""Mycoplasma"": 1, ""Succinivibrio"": 3, ""Mesomycoplasma dispar"": 1, ""Picobirnavirus"": 3}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing"", ""nasalDischarge""]}}","6425","BE"
"6460","2022-02-01 16:08:18","{""Mycoplasmopsis bovis"": 1, ""Mesomycoplasma dispar"": 1, ""Bovine adeno-associated virus"": 1, ""Bovine rhinitis B virus"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","6459","BE"
"6469","2022-02-02 16:09:41","{""Mycoplasmopsis arginini"": 5, ""Mycoplasmopsis bovis"": 3, ""Mycoplasmopsis bovirhinis"": 3, ""Bovine rhinitis A virus"": 1, ""Bovine astrovirus"": 5}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever"", ""depression"", ""decreasedAppetite"", ""lessMilk"", ""reducedRumenMotility""], ""respirationClinicalSigns"": [""coughing""]}}","6468","BE"
"6476","2022-02-03 15:10:11","{""Mesomycoplasma dispar"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","6475","BE"
"6580","2022-02-09 15:15:26","{""Bovine coronavirus"": 3, ""Mycoplasmopsis bovis"": 1, ""Mycoplasmopsis bovirhinis"": 1, ""Mannheimia"": 1, ""Mesomycoplasma dispar"": 3, ""Bovine polyomavirus 2"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6579","BE"
"6594","2022-02-09 15:53:51","{""Bovine orthopneumovirus"": 5, ""Mesomycoplasma dispar"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""sneezing"", ""coughing""]}}","6593","BE"
"6625","2022-02-11 14:56:51","{""Pasteurella"": 1, ""Bovine coronavirus"": 3, ""Mesomycoplasma dispar"": 5, ""Bovine rhinitis A virus"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6624","BE"
"6691","2022-02-17 11:41:57","{""Pseudomonas"": 1, ""Mycoplasmopsis bovigenitalium"": 1, ""Mesomycoplasma dispar"": 1, ""Picobirnavirus"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [""fever""], ""respirationClinicalSigns"": [""coughing""]}}","6690","BE"
"6729","2022-02-18 14:53:39","{""Pseudomonas"": 5, ""Mycoplasmopsis arginini"": 1, ""Bovine parvovirus"": 1, ""Mycoplasmopsis bovis"": 1, ""Mesomycoplasma dispar"": 1, ""Influenza D virus"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","6728","BE"
"6738","2022-02-18 15:14:48","{""Bovine coronavirus"": 1, ""Mycoplasmopsis bovis"": 3, ""Mycoplasmopsis bovirhinis"": 1, ""Ureaplasma diversum"": 1, ""Mesomycoplasma dispar"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","6737","BE"
"6739","2022-02-18 15:14:48","{""Bovine orthopneumovirus"": 3, ""Mycoplasmopsis bovirhinis"": 1, ""Mesomycoplasma dispar"": 1, ""Bovine rhinitis A virus"": 1}","balFluid","bovine","{""respiration"": {""generalClinicalSigns"": [], ""respirationClinicalSigns"": [""coughing""]}}","6737","BE"
